V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
284,135,101,80,69,86,127,204,211,198,129,48,17,16,6,25,16,22,13,18
4,4,8,13,12,6,11,9,7,7,6,1,8,6,7,12,5,4,13,6
5,3,5,4,0,1,1,2,4,7,5,1,5,4,7,9,0,2,2,3
4,9,3,1,1,6,6,1,6,7,12,10,4,6,5,5,7,6,7,6
0,8,3,0,0,1,4,2,8,12,0,5,0,0,1,2,1,2,2,0
10,9,17,17,13,39,49,80,102,101,74,42,31,17,24,20,19,28,31,42
1,3,3,0,0,4,6,2,5,17,23,26,16,6,17,27,26,29,17,21
29,40,35,12,8,8,15,91,151,164,144,153,253,369,269,172,106,70,26,39
0,6,8,10,8,7,7,2,5,8,7,13,12,3,5,8,2,3,4,12
202,119,51,25,31,34,37,24,9,9,13,13,24,24,8,6,10,12,11,10
3,6,6,1,3,4,2,7,6,2,13,7,2,8,14,7,6,6,3,6
7,3,0,2,6,10,7,8,11,11,11,1,5,6,3,4,0,0,0,0
0,0,0,0,1,1,0,1,2,2,11,10,2,8,7,6,1,5,4,0
5,7,5,18,18,7,12,21,26,24,28,15,6,16,13,8,12,7,5,2
34,27,24,20,19,25,44,61,125,204,155,84,63,33,18,12,16,29,24,13
12,3,13,34,79,114,169,231,326,247,241,288,250,190,60,42,63,56,53,69
7,2,1,3,0,0,8,8,6,0,2,3,4,2,2,3,1,4,3,11
7,5,5,5,3,7,4,2,2,10,9,6,2,2,6,9,2,7,10,6
14,8,2,2,2,4,10,12,5,0,5,7,1,0,0,0,0,0,0,0
4,5,1,4,0,1,4,3,3,8,10,9,2,0,0,0,0,0,0,0
14,5,8,6,8,10,13,17,11,15,17,6,12,12,5,5,4,4,10,14
7,2,0,3,5,9,7,3,0,1,1,0,0,0,0,0,0,2,2,3
0,0,0,0,5,8,13,45,55,48,80,138,132,54,21,12,4,8,16,15
14,14,2,9,12,10,7,2,12,18,23,15,12,11,3,10,7,5,8,14
1,10,15,5,3,4,16,54,57,49,65,52,52,18,3,0,0,2,8,5
7,1,0,3,6,5,1,1,1,5,6,7,5,9,7,4,4,5,7,7
4,12,16,8,7,17,36,99,246,372,442,610,422,165,66,25,17,34,53,44
270,298,313,405,463,370,465,846,751,464,254,295,332,264,215,184,175,115,58,37
0,0,0,0,0,0,5,6,6,8,6,18,9,5,9,14,7,4,2,8
7,14,9,14,13,16,21,19,16,23,37,31,16,9,9,11,3,6,11,5
12,1,2,2,1,8,12,11,1,7,7,3,2,4,1,2,2,1,1,0
4,4,0,0,0,0,0,17,52,62,79,114,57,49,43,11,7,17,26,17
17,19,21,17,23,17,23,20,28,96,116,197,203,190,105,69,107,115,41,17
25,23,22,34,41,23,12,16,4,28,22,18,29,35,21,18,20,10,11,13
5,4,1,4,3,8,6,1,8,6,0,6,9,4,2,0,0,2,6,0
0,10,4,0,1,11,24,20,27,39,58,62,56,32,16,19,32,25,17,14
6,8,19,30,19,37,76,54,47,37,35,42,18,5,6,12,11,11,17,9
2,1,1,2,12,11,0,8,8,10,5,3,2,0,2,4,0,0,0,0
2,4,4,5,3,3,6,4,2,24,24,2,1,1,6,6,2,0,4,10
51,15,23,52,94,113,200,251,279,176,264,308,190,72,130,190,175,140,121,108
3,0,4,1,0,0,1,1,0,10,10,1,1,1,0,0,0,4,5,3
23,37,34,38,73,112,119,151,146,105,158,263,267,167,83,80,20,23,27,22
52,55,47,29,30,82,74,66,103,71,55,90,75,16,7,6,0,8,12,3
13,7,5,6,10,8,11,11,3,2,17,12,1,12,12,3,4,5,3,9
5,9,5,2,3,2,5,7,12,30,28,31,13,15,8,3,5,6,9,4
108,98,109,87,60,60,104,106,170,130,70,46,26,42,58,57,30,28,36,42
5,6,6,4,1,6,5,13,20,18,25,21,4,10,10,7,11,11,14,6
0,0,5,0,5,6,6,5,2,6,9,6,12,18,6,5,7,10,7,7
2,3,1,13,15,10,16,16,12,15,14,8,1,1,5,5,4,4,1,1
3,6,6,7,7,13,20,11,13,5,3,11,7,9,9,11,12,9,1,4
5,15,12,5,6,8,14,11,9,11,3,2,1,3,7,4,8,7,5,6
19,13,15,17,18,20,23,68,105,144,124,89,44,47,59,116,141,144,164,156
31,55,57,34,13,29,36,65,64,101,97,64,48,43,68,103,102,108,199,249
0,0,0,3,2,1,0,2,2,1,1,0,3,3,4,2,2,5,4,4
11,20,27,23,4,0,6,15,26,36,24,17,14,26,52,84,89,60,51,29
1,4,6,5,12,9,3,8,17,18,9,2,12,21,32,37,36,32,41,41
1,13,22,9,0,5,11,12,9,21,12,7,17,19,24,15,17,5,1,15
15,19,489,505,35,40,35,42,39,40,35,19,10,18,17,15,23,21,17,10
12,10,10,0,1,4,14,39,64,115,151,159,173,130,213,196,120,66,19,3
18,21,27,30,12,36,58,115,175,127,106,102,107,55,28,14,17,49,51,45
13,16,8,4,1,0,0,20,20,0,23,82,62,17,0,42,55,78,126,140
51,16,42,76,98,198,202,114,143,165,132,31,0,0,0,0,7,6,0,0
29,34,26,5,10,37,88,97,150,121,112,148,192,159,91,55,30,8,3,1
11,11,11,13,18,15,11,12,13,6,7,15,13,5,0,0,0,0,5,5
6,11,11,5,8,11,8,14,11,20,28,24,13,10,6,1,4,5,4,5
21,23,5,1,0,0,3,3,8,2,3,4,2,3,4,4,1,0,1,1
0,4,27,68,115,131,111,85,129,83,38,13,6,3,0,0,0,1,2,2
5,4,2,3,2,2,2,3,3,6,6,2,5,5,5,1,1,4,4,0
0,1,2,1,1,0,1,1,1,1,5,2,2,0,0,1,1,1,1,0
12,15,26,24,13,9,12,33,34,41,45,35,31,50,38,28,25,16,19,16
6,28,21,5,5,6,10,8,13,28,33,30,26,13,20,23,19,15,7,6
0,6,10,12,14,8,8,16,21,15,17,17,13,8,1,9,1,0,0,0
6,7,7,5,11,7,6,8,17,17,17,9,12,9,5,9,17,7,13,10
30,22,41,32,15,22,12,2,46,48,42,41,28,29,23,26,19,29,33,42
0,0,0,0,0,0,3,4,9,3,4,4,7,7,2,6,6,15,11,2
22,15,15,2,3,1,9,20,13,8,11,5,1,6,15,14,5,3,3,0
32,12,22,34,29,31,33,35,38,66,76,55,21,30,34,14,19,24,17,8
17,12,4,6,4,6,16,34,37,25,36,22,4,12,13,8,4,5,5,4
3,1,0,0,3,5,2,3,3,0,7,10,3,5,5,0,2,2,1,1
14,30,50,46,33,19,11,23,43,33,29,48,67,52,18,7,0,1,0,20
5,3,4,2,4,9,7,7,8,14,10,3,2,10,12,4,5,4,4,10
10,8,6,5,3,1,0,0,1,4,10,14,6,10,3,3,1,3,2,2
1,0,0,0,2,6,7,3,11,10,5,18,19,11,10,23,20,23,17,12
1,4,4,1,0,5,15,15,8,12,13,14,16,4,0,2,1,0,2,5
5,9,5,10,11,9,6,0,5,6,13,16,18,17,18,17,25,53,74,76
7,11,8,5,3,3,1,0,4,4,8,6,1,1,1,4,10,13,5,6
6,1,7,10,3,9,9,7,30,46,41,20,3,8,15,9,5,5,7,11
28,27,32,12,15,30,78,88,199,252,164,159,131,79,38,20,12,35,53,47
16,13,7,7,13,30,46,37,56,71,31,30,50,30,14,16,8,6,4,7
31,26,14,10,15,15,69,148,163,183,228,172,47,39,20,6,14,17,8,16
16,9,7,12,9,3,3,2,18,25,7,13,13,7,7,2,12,13,3,4
9,12,12,4,1,4,9,6,6,9,7,2,1,2,7,5,5,4,5,11
3,0,0,7,14,10,4,6,6,3,4,4,2,6,6,6,5,1,0,2
8,13,4,9,9,5,12,23,34,21,16,13,13,16,14,10,14,17,46,76
4,53,196,343,559,794,586,347,334,208,398,772,507,361,249,63,24,23,30,48
7,16,14,16,7,5,10,7,18,18,14,8,6,9,19,24,24,12,3,12
13,7,9,14,98,181,89,96,137,92,37,25,26,36,56,52,51,19,6,10
18,25,13,10,12,19,27,18,17,23,28,32,26,18,23,31,8,4,19,18
6,2,3,8,13,13,9,7,16,17,13,8,13,37,21,11,10,10,6,8
14,18,21,27,23,19,16,20,25,29,22,10,17,16,7,15,14,2,10,12
2,4,6,5,9,5,3,3,8,7,15,7,7,4,4,7,4,10,11,3
10,10,5,5,2,4,5,11,24,25,15,4,2,3,4,1,4,11,14,3
7,2,3,19,25,19,16,23,80,123,150,164,283,267,166,63,35,53,58,95
13,20,21,59,39,21,31,19,15,2,6,4,1,8,8,3,1,4,3,0
34,39,12,22,27,29,50,93,116,168,159,184,127,78,175,91,56,106,97,49
20,15,11,12,20,44,73,75,71,42,48,69,69,34,26,19,16,17,18,19
18,22,60,124,101,62,28,34,56,154,194,116,173,152,61,22,7,11,25,47
7,6,3,0,0,1,6,2,1,3,5,4,0,0,1,9,9,3,5,9
8,5,12,12,6,3,4,7,10,8,13,14,9,11,10,6,7,6,6,19
4,4,0,0,3,0,0,2,2,4,8,10,12,5,5,1,2,1,1,1
1,2,2,3,3,1,0,0,0,3,3,7,7,5,1,1,1,2,3,6
33,61,54,23,37,82,124,351,453,485,366,617,425,37,113,122,44,33,53,79
11,1,3,3,7,6,5,13,9,12,6,12,13,16,18,7,4,5,3,2
5,1,0,0,1,6,1,2,6,8,7,3,3,1,0,2,4,1,0,0
33,19,11,14,11,12,29,48,54,85,93,52,27,25,25,11,14,14,8,9
15,15,3,4,9,5,4,11,16,9,14,13,2,0,3,3,7,16,13,23
10,8,10,5,12,20,42,56,38,33,62,25,15,6,5,11,10,5,7,9
6,9,19,2,6,7,4,12,9,22,20,9,12,12,7,2,0,1,9,4
1,6,11,10,4,8,8,6,10,10,6,7,3,4,5,4,9,12,10,3
3,4,5,9,7,8,13,11,8,18,19,15,12,13,9,13,3,5,11,13
13,6,10,8,1,2,7,8,28,55,79,65,29,12,2,9,17,13,18,10
23,32,73,133,196,130,97,210,271,257,164,98,105,76,22,13,4,0,0,0
5,3,4,9,7,2,13,13,12,15,6,3,4,8,5,7,4,0,0,0
9,11,7,13,25,28,28,14,13,14,22,15,9,8,21,16,7,14,15,12
27,8,12,16,23,22,16,15,18,23,27,29,42,54,71,61,31,23,22,19
179,187,211,274,244,162,80,52,85,131,112,138,62,0,0,0,4,6,4,0
9,7,12,13,6,13,7,23,23,6,17,22,19,20,24,17,9,13,17,12
10,8,4,8,7,9,9,8,5,13,15,9,8,20,31,7,9,9,2,5
8,0,3,3,5,12,11,0,0,15,14,21,25,32,25,23,20,13,9,12
4,10,3,5,5,2,13,6,13,12,9,7,9,15,10,3,8,7,4,7
4,1,6,12,7,12,15,20,17,12,10,11,11,8,2,3,1,0,1,2
2,1,4,3,4,5,2,2,1,0,1,10,8,7,9,12,9,4,5,2
143,11,11,17,9,5,7,5,8,4,6,4,35,36,8,8,8,2,4,8
8,6,10,16,22,18,18,27,25,28,17,10,9,12,18,15,13,12,10,4
0,0,2,1,2,1,0,1,1,0,0,0,0,0,0,6,6,0,0,0
3,9,9,6,10,9,15,34,64,100,174,192,175,104,23,12,15,25,71,133
10,5,17,26,17,8,8,19,18,29,38,25,11,26,51,40,47,49,49,31
20,0,10,6,0,52,16,0,56,62,9,87,58,45,88,53,5,12,14,0
104,69,69,45,20,19,39,38,36,28,114,210,210,140,124,91,111,72,21,8
1,1,1,2,7,7,6,6,1,8,14,3,5,3,0,1,6,5,2,5
11,24,27,14,10,25,19,11,12,10,11,12,12,8,8,14,17,13,15,13
7,12,7,9,8,4,5,12,26,18,12,17,21,24,18,15,11,6,0,0
0,0,0,1,1,0,2,1,7,19,21,17,8,5,6,15,11,5,7,2
22,7,5,4,17,33,46,102,165,190,167,144,114,88,112,95,77,52,30,26
4,11,7,6,5,2,3,1,1,2,4,8,0,3,4,3,0,3,8,7
7,32,45,34,37,23,75,93,132,177,144,72,67,59,20,24,32,30,59,55
0,22,34,20,13,40,57,125,229,282,347,327,243,82,65,58,27,11,9,37
2,10,16,9,15,20,13,40,62,69,86,46,13,15,17,8,1,2,11,35
26,6,6,5,3,2,2,5,9,6,1,1,10,8,9,17,15,6,7,9
22,12,18,15,9,11,21,63,65,66,80,67,66,68,71,78,65,53,67,65
6,10,14,4,13,22,22,25,17,14,21,46,33,20,13,11,36,107,111,92
0,0,0,4,4,2,0,9,14,11,10,7,8,5,6,10,5,9,13,23
8,9,1,4,5,0,0,0,0,1,2,4,1,1,1,5,7,5,2,2
7,0,2,3,2,5,4,4,4,4,2,9,6,2,3,5,6,6,4,5
0,3,3,0,2,5,3,0,7,7,0,1,4,0,5,6,4,5,3,0
20,31,49,52,94,86,76,131,204,220,160,119,103,190,192,208,218,122,76,56
15,35,15,15,22,33,44,148,219,270,253,140,79,28,18,23,31,112,196,118
0,2,16,25,20,31,104,181,144,171,216,267,248,163,110,84,78,48,36,33
71,51,24,12,34,70,126,267,337,396,387,508,399,289,240,128,31,12,32,48
5,8,5,3,12,6,3,7,17,11,3,9,4,2,9,17,6,8,5,9
1,11,15,3,2,3,1,0,3,5,6,3,0,5,6,6,5,9,9,5
10,8,26,20,16,18,10,26,49,80,70,32,18,11,21,28,33,31,24,19
7,0,0,19,12,0,0,12,47,66,26,22,21,0,0,5,9,11,10,12
0,0,0,0,0,1,0,8,9,0,1,0,0,5,0,0,2,2,2,4
8,11,18,10,6,8,9,16,17,14,15,6,9,11,15,18,12,4,4,14
1,0,1,0,3,3,1,7,8,4,4,9,6,6,7,2,0,1,1,0
9,5,7,7,6,7,8,17,10,8,4,4,7,11,7,3,5,15,18,13
1,1,0,3,4,4,8,5,9,8,1,3,12,6,2,5,5,10,6,2
4,6,15,18,6,8,2,9,21,44,61,51,59,32,11,3,9,12,5,5
34,41,39,42,135,164,189,307,256,75,69,139,289,338,199,116,84,40,25,11
18,14,9,15,24,46,35,32,7,9,41,35,21,5,7,2,7,22,18,7
21,13,5,3,7,6,18,19,9,9,6,15,18,16,18,25,49,31,23,25
0,0,7,43,87,135,149,75,80,84,113,147,63,32,31,11,16,11,3,8
17,23,18,15,17,60,167,238,228,173,109,121,88,34,8,2,7,17,19,20
0,0,0,0,0,4,6,8,3,1,8,1,6,5,2,3,3,4,2,4
3,1,0,0,0,1,2,3,4,0,2,3,2,1,0,0,0,3,6,6
2,2,0,3,6,10,9,11,20,14,12,18,15,13,6,2,2,3,4,6
0,0,0,0,6,14,11,12,10,5,6,2,5,6,7,5,6,12,15,4
4,3,5,5,2,3,4,12,9,13,2,15,9,3,1,3,12,10,5,7
16,10,8,10,12,12,16,12,15,24,11,11,15,15,17,32,33,20,39,26
0,0,1,5,0,0,0,7,27,111,88,57,65,52,26,17,7,2,6,9
13,26,21,0,3,5,13,10,13,29,90,80,59,65,40,31,30,12,18,3
4,4,5,7,6,4,4,7,9,6,8,7,13,11,7,4,4,2,12,16
39,50,32,39,37,41,46,86,79,90,78,81,91,74,37,25,18,16,11,15
0,0,0,0,0,0,1,3,10,13,24,21,12,19,9,13,11,22,20,19
5,6,4,5,1,5,10,7,4,5,3,1,3,3,4,6,10,2,2,5
50,36,32,32,37,34,26,14,13,23,11,11,12,10,6,12,17,8,6,3
6,1,4,9,6,2,3,13,15,3,0,5,2,2,10,6,8,13,6,2
3,6,4,2,2,1,5,9,6,0,7,6,5,9,4,6,0,1,1,0
0,0,2,7,28,66,88,145,162,132,170,128,52,28,22,27,36,47,31,30
8,6,1,2,3,7,18,10,14,39,44,51,63,26,0,0,2,2,1,3
29,30,26,20,12,14,33,68,157,260,242,178,153,254,245,198,215,128,26,31
0,0,5,10,0,0,2,2,2,4,3,6,7,6,4,0,0,4,2,0
1,12,20,27,12,7,19,49,99,146,114,75,81,39,10,6,1,4,16,14
3,8,10,2,0,3,7,4,8,10,10,11,4,4,7,5,3,2,1,1
5,11,13,17,36,34,19,26,14,33,83,139,115,185,165,82,43,20,23,26
32,16,17,24,27,35,37,36,47,46,34,61,77,150,216,258,184,132,96,68
2,11,11,9,7,9,13,15,48,48,29,25,13,10,14,9,13,17,24,23
6,7,9,6,16,17,6,1,9,39,41,61,78,44,14,6,2,6,10,8
0,3,3,0,1,0,0,0,4,3,3,3,1,5,5,5,3,4,1,0
0,2,2,2,4,4,0,2,3,10,2,3,2,2,3,5,3,0,0,2
3,8,11,14,16,6,6,5,12,18,11,10,9,13,8,9,8,8,7,6
121,74,35,21,19,22,40,331,363,177,105,185,283,222,557,368,172,198,272,279
1,1,0,1,5,10,16,1,9,17,10,4,2,5,0,1,2,3,5,2
0,2,3,5,7,5,3,3,3,1,4,10,2,1,5,5,1,0,0,0
0,4,4,0,0,2,6,2,0,0,2,3,0,2,2,2,5,4,0,3
72,23,25,20,26,26,14,20,24,23,26,28,27,5,8,9,6,10,7,2
6,7,5,15,30,22,28,28,47,52,35,29,24,22,18,22,8,8,19,15
21,13,13,21,14,32,121,153,183,187,302,312,243,167,84,78,38,28,28,27
6,3,9,12,11,15,10,2,7,12,11,7,10,4,6,10,6,3,3,5
3,4,2,5,10,10,5,2,4,7,4,3,2,1,3,5,2,4,2,5
12,8,2,4,10,11,41,58,65,44,34,27,6,0,0,15,9,10,15,20
5,6,7,16,10,5,9,10,16,15,15,11,13,7,6,9,12,4,7,9
6,5,1,2,2,8,8,10,8,6,6,8,5,2,3,4,4,1,0,9
0,2,4,5,2,3,9,34,21,12,18,19,18,15,10,14,7,12,4,7
13,11,7,1,7,10,6,6,0,6,11,3,6,10,10,10,8,6,12,5
36,21,11,16,25,26,41,42,41,38,17,11,29,48,58,81,203,214,192,184
12,9,24,29,38,19,11,10,15,24,28,16,28,21,18,13,17,38,23,21
13,9,10,12,18,16,20,63,108,70,55,67,96,69,76,75,59,31,18,24
8,9,8,15,13,14,23,32,33,32,28,26,17,10,5,9,25,39,59,61
18,30,74,88,77,59,89,71,82,66,58,30,19,27,17,5,14,10,11,16
5,0,0,0,0,0,1,10,8,5,11,6,8,4,1,0,0,0,0,1
3,2,6,1,0,0,0,4,13,11,10,9,9,13,6,14,22,10,8,8
0,2,3,2,13,11,2,8,6,2,1,1,3,3,1,2,1,1,1,1
3,6,5,8,9,0,5,14,9,5,12,6,5,9,6,3,1,1,1,3
27,29,39,28,16,33,45,31,31,42,34,41,55,48,62,136,170,138,112,80
13,29,54,71,98,129,168,149,143,113,155,197,117,54,41,32,25,25,22,17
6,1,2,2,6,6,10,10,5,19,20,14,15,15,22,16,11,14,15,21
5,10,16,10,7,10,15,4,4,5,9,16,5,6,4,2,0,1,5,13
11,24,5,3,50,88,100,60,55,38,14,11,16,23,17,12,16,29,14,16
0,0,0,0,0,0,0,4,5,6,7,3,4,6,5,1,0,3,9,12
6,6,2,10,21,16,22,37,39,40,48,26,22,14,7,8,9,9,3,10
3,2,8,7,8,10,2,5,9,21,16,10,4,0,5,7,2,0,8,2
0,0,0,0,0,3,6,9,7,6,7,7,8,7,11,10,0,4,2,1
5,3,0,1,1,0,3,2,7,12,0,12,24,13,3,4,3,0,10,10
0,0,0,0,0,0,0,3,1,3,8,9,5,9,6,9,15,6,0,0
12,7,5,8,7,3,5,7,8,3,6,7,7,6,3,2,2,3,8,8
8,4,7,2,6,8,4,12,19,18,32,24,15,7,2,1,6,1,4,4
3,5,1,1,3,2,8,12,8,9,4,6,12,3,7,7,9,6,9,8
6,0,0,4,24,60,112,184,275,204,182,212,191,157,72,18,13,5,9,7
1,1,6,20,22,12,9,3,11,13,6,3,5,4,5,6,7,1,1,1
17,16,13,16,17,16,14,21,25,28,34,22,22,19,18,14,13,14,17,9
6,2,1,5,6,4,6,5,4,3,9,3,1,3,6,12,5,0,3,10
2,2,3,2,6,5,4,21,38,70,54,31,24,10,11,10,17,28,20,14
10,5,2,1,0,5,6,5,5,3,7,8,4,6,4,1,0,2,4,3
2,1,2,7,6,0,0,0,0,0,2,8,8,2,1,3,1,1,1,1
45,17,22,27,62,151,154,167,229,167,221,318,454,212,94,45,54,59,53,67
5,7,6,4,6,8,5,8,8,7,6,2,0,7,6,4,8,5,0,8
7,8,13,4,1,0,4,6,14,4,7,14,8,5,3,0,2,1,0,1
10,4,6,9,6,6,6,5,21,27,24,39,27,15,6,5,12,16,6,11
3,5,6,14,19,35,38,44,32,7,11,20,14,16,18,39,39,35,31,44
11,3,1,3,6,10,8,4,3,7,6,5,11,11,5,0,0,7,7,0
14,13,32,11,18,39,85,117,91,121,117,38,22,16,1,3,3,8,6,4
20,36,50,47,44,44,32,27,31,64,137,128,90,52,13,19,13,20,29,47
5,0,3,3,8,19,13,4,9,6,1,10,10,6,12,9,4,6,10,8
13,15,31,48,40,15,10,11,25,91,193,120,70,95,70,36,15,8,2,6
1,1,2,2,1,4,5,5,11,5,4,4,8,8,8,10,3,4,5,7
30,51,13,14,113,16,24,58,90,153,117,94,83,76,50,23,17,16,9,16
12,8,7,12,8,9,10,25,31,73,90,62,40,41,26,23,27,31,24,37
15,10,11,7,0,2,4,9,9,9,12,19,12,9,5,12,29,22,17,10
10,14,5,5,18,31,12,13,24,12,7,14,25,16,26,35,33,40,23,29
5,1,0,0,0,0,0,0,5,5,3,4,3,2,0,0,0,1,1,5
10,9,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,7,5
2,3,3,2,0,0,1,1,2,3,3,4,1,2,3,1,1,1,4,3
5,1,2,2,3,16,20,4,7,3,12,10,3,7,9,3,2,2,3,3
16,17,14,19,20,5,9,23,25,22,23,17,6,18,19,9,10,13,5,0
28,15,6,13,28,23,15,13,11,7,7,9,10,4,6,6,3,0,11,21
4,2,0,0,1,2,4,3,6,18,11,5,3,5,2,1,6,7,6,3
5,9,14,10,5,5,5,5,5,7,10,12,5,6,3,5,7,9,8,5
35,25,16,19,49,44,75,109,171,196,230,239,254,346,246,114,132,77,24,11
3,1,3,0,1,3,0,0,0,0,0,0,2,0,1,5,8,3,1,2
13,13,8,8,8,11,7,0,0,1,1,0,6,3,0,4,6,8,8,1
4,0,0,0,3,1,0,0,4,3,14,12,6,3,0,15,5,5,3,2
38,34,27,10,2,26,43,27,28,23,14,12,3,2,0,1,5,5,6,11
64,31,22,8,13,53,89,104,148,178,257,220,119,76,49,35,19,23,17,10
7,13,28,23,12,8,9,13,10,4,4,4,14,18,11,9,11,12,7,10
46,52,43,25,41,81,154,229,146,88,66,46,80,157,112,186,172,74,37,28
0,0,0,1,2,5,10,10,4,7,5,2,1,1,0,0,2,3,3,2
1,5,11,9,1,3,3,5,7,20,39,32,21,8,17,18,9,14,5,7
19,29,34,68,165,189,211,319,398,398,420,406,271,222,118,46,25,15,12,8
12,7,13,17,11,13,4,10,18,13,13,19,11,7,3,13,12,8,9,5
8,5,5,6,6,9,26,57,84,100,69,28,48,22,4,3,8,18,13,7
67,68,27,20,20,39,97,145,171,176,134,132,150,113,47,20,24,16,17,28
32,18,28,26,29,33,25,18,15,24,21,30,42,44,25,18,25,34,28,34
7,8,8,3,10,17,28,23,51,44,44,50,68,38,22,17,9,5,4,20
20,59,66,37,30,57,73,88,81,66,68,66,59,36,48,64,41,41,44,69
40,16,23,31,25,43,80,138,176,141,94,151,201,88,55,102,106,79,18,13
9,6,5,5,16,11,17,13,19,20,59,80,91,136,98,16,8,17,24,22
0,4,0,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0
5,4,14,11,14,18,7,10,10,6,10,9,8,3,10,18,12,10,11,18
0,0,6,9,4,14,19,17,60,90,102,95,98,55,34,47,22,4,4,0
4,0,5,5,2,4,2,2,2,2,5,3,5,3,0,4,12,13,3,2
6,3,7,8,11,13,26,21,13,16,20,18,13,8,5,4,2,6,14,8
6,10,6,10,20,27,25,21,17,16,19,16,19,28,34,16,20,18,11,17
12,13,7,9,11,4,4,7,15,8,12,7,1,0,0,5,4,0,8,14
20,14,10,14,31,29,41,100,134,162,165,129,191,156,150,197,234,167,152,230
27,23,40,30,25,47,25,38,83,76,48,82,49,34,54,31,21,18,10,12
7,29,47,76,82,35,27,45,32,23,11,8,22,36,29,26,32,32,18,5
20,16,11,14,56,96,146,137,109,90,62,79,43,17,8,5,12,27,22,14
38,53,29,22,38,62,101,130,163,152,173,152,152,100,46,27,24,38,54,49
0,2,4,4,4,1,2,2,0,6,11,4,3,1,0,0,1,1,2,1
5,9,8,6,13,19,17,12,19,11,10,13,4,5,6,8,5,6,11,15
6,2,3,3,1,1,0,9,7,4,8,8,13,6,1,2,1,1,1,5
12,6,17,20,13,19,19,16,8,18,12,5,20,21,22,17,12,18,25,28
59,89,74,45,32,45,80,235,378,358,481,1058,771,1126,466,275,122,52,54,34
28,40,42,45,49,52,76,72,149,172,93,96,82,78,106,113,94,77,89,85
8,23,50,49,80,155,126,249,311,416,380,217,132,95,73,60,35,30,39,30
7,3,3,2,6,5,3,7,13,24,23,28,46,54,25,2,3,8,7,13
6,6,0,0,0,0,4,7,8,8,18,18,25,22,18,37,18,4,0,0
14,3,9,15,10,8,4,10,4,15,15,2,3,5,2,0,2,0,2,2
10,16,15,12,15,19,6,4,9,9,14,13,11,11,11,11,9,5,6,6
6,4,7,11,2,0,5,2,0,5,9,8,4,2,0,1,3,7,1,1
0,0,7,8,1,3,5,8,9,6,5,3,4,3,0,1,1,1,1,0
27,28,33,30,31,43,49,58,118,185,149,114,84,76,69,62,34,21,29,23
1,4,5,2,0,0,5,7,5,5,1,1,0,0,0,2,4,4,5,11
0,0,5,9,3,2,2,2,13,23,27,26,19,11,12,8,9,16,25,20
24,1,5,10,12,6,1,2,3,5,2,3,6,4,0,0,0,0,1,1
6,6,5,5,2,3,3,5,13,20,11,4,6,7,0,0,0,0,0,0
14,11,6,10,10,8,9,11,4,6,9,10,9,14,20,16,10,8,12,23
46,38,27,26,73,84,138,80,54,80,131,151,119,63,26,15,9,25,55,41
1,2,3,7,0,0,0,2,4,19,22,8,4,4,1,6,5,1,5,13
12,2,4,7,1,5,5,5,4,5,5,2,4,5,2,1,1,5,4,0
0,0,0,0,1,2,0,0,4,1,2,1,0,3,3,0,1,2,1,1
23,9,4,3,6,9,1,11,14,7,10,11,5,0,3,5,1,5,8,5
0,1,2,4,8,13,12,14,11,3,4,5,7,14,13,9,7,1,7,4
33,24,15,11,26,39,76,91,121,174,111,31,14,19,10,15,10,14,12,25
3,0,0,3,6,6,6,8,6,5,4,7,8,6,8,2,3,7,4,1
2,5,2,2,2,9,8,14,8,15,12,6,4,2,4,8,10,2,7,4
104,69,45,45,130,222,285,288,288,282,259,176,162,83,39,24,14,11,19,21
3,16,24,11,4,2,27,36,55,67,44,46,41,44,38,44,47,57,69,46
0,0,0,0,4,4,5,4,5,1,3,4,7,5,2,4,2,3,4,5
6,2,10,10,10,9,9,8,7,9,15,15,18,15,5,5,6,11,4,9
1,3,7,9,4,6,9,9,7,7,6,8,7,8,6,9,5,7,7,2
5,4,1,1,1,1,3,4,6,1,1,3,5,1,3,5,2,2,2,4
14,11,10,11,4,12,34,36,32,25,34,26,14,11,7,7,10,13,7,14
3,8,5,3,6,3,6,8,1,1,1,1,2,4,4,1,1,1,0,2
35,33,69,46,35,28,16,19,22,33,30,23,14,29,24,19,18,14,7,0
4,4,10,11,8,7,6,7,14,10,6,9,10,6,1,2,9,10,7,3
10,13,7,2,0,1,1,10,11,5,2,3,5,9,3,2,12,10,0,1
5,11,20,22,18,14,4,9,12,12,7,0,0,6,10,9,4,12,14,4
4,11,12,8,5,2,9,11,9,8,10,13,9,8,5,4,5,8,9,10
0,0,5,11,16,9,14,13,8,12,17,18,14,7,4,3,1,1,0,0
4,12,18,14,9,2,14,24,19,7,13,9,7,7,6,14,21,19,8,11
10,7,7,6,2,18,25,16,34,75,115,82,31,6,2,4,4,3,7,6
10,8,6,21,29,23,12,24,36,47,69,58,35,47,59,37,26,25,14,9
12,13,18,13,4,2,0,13,18,69,138,111,81,27,6,5,16,30,20,16
2,2,2,4,4,3,11,17,13,17,6,2,7,8,12,11,2,2,5,3
2,0,3,7,5,5,3,2,7,6,4,4,4,7,3,6,8,4,2,0
