"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","x"
6,12,13,13,13,8,19,30,14,13,9,10,10,14,18,17,13,11,12,11,0
5,5,1,0,0,6,7,8,3,4,5,1,3,5,13,15,13,13,2,1,1
5,10,4,7,12,12,7,13,20,9,7,5,9,8,11,14,16,10,8,2,0
3,3,0,8,7,3,0,4,6,1,3,2,1,0,1,5,0,5,14,11,1
9,12,7,5,5,2,4,6,0,1,1,4,4,3,7,13,13,5,3,0,1
2,2,5,5,5,5,5,6,1,4,4,1,0,1,6,11,3,8,4,0,1
0,7,3,1,4,4,2,2,2,1,4,0,0,0,1,4,2,1,1,1,0
0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,4,2,3,6,0
10,6,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,4,4,1,0
3,0,0,0,6,11,7,8,3,6,7,0,0,3,6,7,6,8,5,1,1
6,8,3,6,2,14,10,0,0,0,0,0,11,9,0,11,7,5,3,7,0
4,4,5,2,4,2,4,8,0,0,0,2,11,5,5,4,3,1,0,0,0
3,2,1,2,0,0,3,3,0,3,6,0,0,3,3,1,1,1,0,0,1
4,13,9,4,5,11,12,17,23,16,30,23,15,7,10,8,0,3,10,6,1
2,7,9,5,5,0,4,10,12,7,13,29,15,7,10,9,6,8,11,12,1
12,19,19,16,27,40,67,59,43,89,118,153,105,63,34,24,9,6,11,12,1
72,79,82,51,23,16,43,59,70,63,158,159,179,242,202,174,147,99,114,202,1
237,86,46,46,28,19,75,207,153,224,226,119,63,51,44,20,8,14,39,54,1
3,1,4,4,8,7,4,3,7,11,14,20,15,8,11,5,6,5,0,3,1
2,4,4,1,1,4,6,5,4,0,1,11,4,0,0,1,5,1,2,5,0
0,0,0,2,2,0,0,0,0,0,0,3,0,2,2,1,3,6,3,0,0
1,3,2,8,4,0,3,3,0,0,0,0,0,0,0,2,0,2,2,0,0
0,3,5,2,0,0,5,5,1,4,3,1,2,3,3,0,2,2,0,1,0
6,5,25,21,5,8,21,8,14,21,13,13,18,11,16,13,10,10,16,8,1
13,10,4,4,10,8,4,0,0,7,5,0,4,9,6,0,0,1,1,2,0
7,1,1,2,2,1,5,9,4,6,4,0,0,0,3,1,4,4,0,4,0
8,6,1,1,2,9,16,14,13,11,3,4,6,6,1,4,3,2,0,0,0
8,5,0,1,6,7,4,6,4,2,10,10,1,1,2,8,4,7,8,3,0
3,2,4,8,8,5,10,2,9,6,2,4,1,1,2,0,1,7,5,5,1
13,10,12,18,23,15,20,27,15,4,3,12,14,11,6,6,3,3,3,0,1
0,2,6,5,10,14,6,3,2,9,4,5,14,22,4,4,5,2,0,3,1
2,0,2,4,7,8,4,3,3,1,0,1,0,2,3,5,9,6,6,2,0
1,0,1,2,12,18,8,6,6,9,6,2,6,9,4,8,7,7,8,4,0
4,3,4,12,12,6,5,6,24,19,28,35,50,32,19,24,13,9,5,6,1
2,0,2,3,4,4,2,0,0,2,7,7,9,9,3,5,2,2,5,1,0
4,8,8,3,3,1,4,4,5,3,4,1,1,1,2,4,1,0,0,0,0
14,15,17,15,10,12,14,49,130,133,132,94,50,37,24,9,6,10,11,7,1
1,7,4,2,1,4,7,10,1,8,7,4,2,0,0,1,0,0,2,9,0
7,1,1,3,1,2,4,0,5,11,10,3,4,2,1,7,7,3,5,3,1
0,0,0,0,3,5,6,6,3,5,2,2,1,1,2,2,3,2,4,4,0
1,1,0,1,5,10,16,1,9,17,10,4,2,5,0,1,2,3,5,2,1
1,1,0,1,1,0,0,0,0,3,7,3,0,1,1,0,4,8,6,10,0
3,1,1,1,7,13,7,3,4,9,10,5,5,3,3,1,1,2,3,4,0
0,0,0,1,3,1,0,4,8,0,0,3,3,1,1,1,2,0,0,0,1
0,0,4,5,4,6,6,8,6,2,4,5,0,1,2,6,5,6,4,0,0
1,6,6,18,18,5,6,9,7,10,10,10,6,13,9,7,4,9,5,1,0
8,7,2,8,9,2,18,9,1,9,9,6,7,6,7,5,7,9,11,8,0
26,26,17,9,9,11,11,13,14,18,24,8,7,7,1,2,3,4,2,0,1
0,0,0,1,15,16,8,6,3,3,18,7,14,10,10,9,4,5,5,6,0
7,8,7,12,8,12,15,2,0,0,0,7,7,0,0,0,0,3,8,10,0
0,1,1,0,4,4,1,3,5,2,8,8,0,1,3,0,0,0,0,0,1
0,2,14,14,9,8,13,11,12,5,7,6,8,3,31,36,15,20,20,13,1
7,5,2,7,3,0,0,0,0,0,0,0,0,0,5,5,5,3,6,12,0
9,18,23,24,21,16,16,33,56,69,46,25,11,3,5,5,6,20,19,4,1
11,11,7,10,12,3,1,2,6,1,7,9,5,6,1,21,9,6,3,4,0
0,7,11,5,3,3,3,6,4,7,10,4,10,11,12,8,3,5,5,5,1
0,3,3,0,1,0,0,3,2,0,0,0,3,13,16,5,1,6,6,3,0
79,119,118,56,49,35,19,9,12,19,18,18,7,2,0,0,0,0,0,0,1
8,15,11,15,4,5,8,3,8,9,12,11,5,4,2,0,9,16,53,90,0
20,12,13,13,12,8,2,5,8,3,5,11,9,12,13,14,15,16,11,13,0
19,16,8,11,9,2,0,2,2,0,0,0,0,0,3,5,3,6,4,12,0
5,3,3,10,10,13,9,6,9,6,7,19,23,22,14,10,9,5,12,21,0
1,1,2,6,8,2,2,4,3,5,5,1,4,8,7,0,2,6,6,1,0
16,11,12,19,19,10,25,10,17,22,9,5,9,4,14,26,29,32,20,7,0
1,1,5,5,1,8,25,31,69,100,39,31,14,3,8,13,4,3,2,0,1
0,0,0,0,0,1,6,5,4,6,8,0,1,6,10,5,3,4,1,0,0
0,5,9,8,6,8,9,3,3,1,2,6,3,9,5,9,13,7,8,4,0
10,5,1,8,8,9,8,11,16,24,27,15,8,7,6,8,4,10,19,16,1
11,12,6,3,2,0,0,3,7,12,14,7,2,4,3,7,1,3,4,7,0
4,6,2,8,6,2,5,6,16,21,13,5,8,3,5,14,19,6,11,12,1
1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,4,0,3,3,0
3,12,17,17,10,6,2,4,5,4,12,16,11,13,11,12,1,3,5,6,0
88,142,80,23,12,12,9,31,64,74,40,7,5,8,8,8,5,5,9,13,1
1,0,0,8,18,40,118,107,78,31,52,65,35,38,54,53,31,22,23,19,1
0,4,1,1,0,0,1,2,2,3,1,0,0,0,0,2,2,2,2,5,0
2,5,42,21,1,23,43,48,102,363,437,286,291,248,210,185,174,100,53,30,1
1,3,9,9,14,3,5,4,2,11,10,9,5,5,3,0,2,0,2,9,1
3,10,9,5,4,3,1,1,4,6,5,8,6,7,13,3,0,5,11,12,0
20,21,16,8,22,22,5,11,19,21,16,18,21,15,13,9,8,9,18,13,1
22,11,6,5,9,7,0,10,10,8,0,3,5,11,11,3,4,0,3,8,1
48,68,76,73,63,44,34,24,8,17,14,26,28,25,18,11,12,4,0,2,0
7,9,4,6,6,0,2,2,0,0,0,4,2,0,2,6,6,8,8,5,0
515,369,132,93,52,40,37,52,103,344,120,55,23,47,39,42,24,28,31,14,1
10,0,2,2,11,14,4,5,8,6,7,12,15,12,2,6,17,13,5,6,0
6,3,9,9,8,8,5,3,4,4,7,5,6,3,1,10,17,14,8,6,0
8,0,6,3,11,12,1,0,9,47,40,24,24,24,7,9,3,6,8,11,1
16,22,17,12,10,7,3,4,29,23,13,12,23,27,44,41,27,12,13,22,0
9,10,13,20,16,17,20,17,18,15,8,8,14,13,14,7,3,8,9,9,0
17,10,5,5,6,11,7,7,9,12,16,15,11,8,5,6,6,0,1,4,1
1,4,3,8,13,14,14,24,23,24,12,8,10,6,2,6,8,10,7,4,0
15,7,8,7,53,57,12,22,28,25,35,50,59,43,62,53,40,33,26,18,1
8,10,4,7,5,8,9,3,6,7,10,6,4,9,7,4,9,10,15,20,0
0,0,0,0,0,2,1,10,8,3,0,0,4,7,3,2,9,7,4,2,0
0,0,1,1,3,5,0,1,5,13,11,6,0,5,5,2,0,4,8,7,0
5,8,11,14,7,13,10,4,1,5,12,7,0,4,4,4,0,2,9,9,0
4,9,6,3,1,6,7,2,1,0,0,1,1,3,10,10,15,20,16,9,0
7,3,2,4,3,4,2,4,2,3,5,3,1,1,6,9,14,4,3,8,1
13,6,4,11,16,4,3,6,7,2,7,5,8,4,3,1,0,0,0,0,0
2,2,2,2,3,5,2,1,3,2,2,2,2,6,3,2,3,4,3,1,0
15,12,16,6,5,9,8,10,30,39,18,7,2,3,1,0,0,0,0,0,1
5,0,0,0,5,4,11,22,52,68,77,90,73,71,44,39,31,51,62,84,1
174,157,18,36,31,29,14,30,88,119,80,161,159,218,195,118,79,56,80,84,1
7,3,7,7,4,1,4,5,2,0,1,1,0,3,14,13,5,0,11,16,1
6,6,4,3,4,7,10,13,10,4,4,8,7,7,9,5,2,5,4,0,1
5,2,3,4,6,4,5,6,4,7,3,4,10,9,13,7,2,2,4,4,0
0,0,0,0,0,9,11,7,5,5,5,2,2,3,4,4,0,0,0,0,0
7,9,2,2,3,5,0,1,0,0,3,3,5,6,3,2,4,3,1,4,0
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,1,0,0,0,0
8,9,4,1,0,0,1,3,3,5,3,10,11,3,3,1,10,13,10,11,0
23,23,22,20,18,16,22,34,34,52,116,99,28,10,11,12,6,10,10,11,1
6,6,0,4,1,4,4,0,1,0,2,3,1,2,2,7,6,1,1,1,0
17,3,8,15,21,34,45,57,71,96,95,53,43,27,12,19,43,74,101,122,1
28,40,52,97,151,201,279,308,234,150,130,123,71,70,52,31,71,68,75,39,1
0,1,1,0,0,3,11,6,7,5,5,3,7,6,1,0,6,5,0,0,0
0,12,14,7,2,4,5,3,2,1,1,6,5,4,4,3,1,1,0,2,0
0,5,5,2,2,0,1,20,41,106,110,69,106,105,52,21,14,19,22,33,1
0,0,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,4,5,2,3,2,13,46,65,61,47,25,5,4,9,13,4,7,1
0,1,2,3,4,1,0,0,1,1,4,2,12,15,6,7,13,6,3,3,0
1,1,0,4,8,0,1,1,6,1,1,0,0,1,1,0,0,0,0,0,0
2,2,4,8,10,3,4,7,9,9,1,0,3,8,8,9,7,6,2,1,0
196,237,225,192,154,166,202,201,172,248,180,216,288,255,114,72,196,205,138,118,1
4,11,22,24,21,22,19,34,26,19,14,8,5,12,8,3,9,7,2,6,1
13,10,4,1,5,8,2,10,13,3,5,6,7,6,1,1,3,2,0,0,0
16,4,39,92,155,285,306,375,252,114,34,25,42,83,76,42,66,46,25,18,1
3,4,2,1,1,10,8,0,0,1,1,0,2,2,0,0,0,3,3,2,0
4,8,4,4,13,23,10,4,6,4,2,3,2,2,2,2,11,2,0,0,0
41,77,92,54,60,63,69,114,200,209,194,172,133,44,27,17,11,42,80,129,1
0,0,0,0,1,2,1,0,0,7,0,0,0,0,0,0,2,3,1,2,0
0,2,2,3,5,0,0,1,1,0,0,0,0,0,2,2,3,2,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,9,8,15,11,0,5,5,1,0
2,6,3,4,1,16,6,6,4,4,2,1,2,4,5,4,1,2,0,0,1
263,164,110,110,103,76,28,25,49,73,82,92,53,38,19,19,37,39,32,21,1
0,0,1,2,5,0,2,3,7,2,10,3,0,10,10,11,16,2,3,5,1
5,0,4,6,0,1,3,4,3,1,2,10,11,0,0,0,1,1,4,4,0
6,11,8,10,5,7,3,9,23,21,14,10,11,5,4,6,10,12,5,3,1
47,27,28,27,27,30,51,121,234,386,379,310,175,164,136,58,33,22,31,66,1
6,7,6,0,0,0,0,0,0,0,0,0,0,6,7,17,3,6,11,7,0
0,0,0,0,0,0,0,0,0,3,3,4,4,2,5,2,0,0,0,0,0
4,4,0,0,3,3,1,4,3,3,3,1,4,1,1,3,2,0,5,9,0
39,21,19,15,22,44,98,130,177,161,224,110,99,89,53,31,20,26,23,26,1
6,7,5,4,5,13,10,2,2,10,6,1,1,3,2,1,1,3,3,4,1
1,4,6,4,1,2,1,6,13,10,1,0,0,2,2,1,2,1,5,4,1
35,29,23,8,21,55,138,197,154,181,205,98,94,109,52,29,42,72,183,180,1
4,1,9,15,24,6,7,19,17,4,3,9,10,12,11,1,10,12,8,6,0
8,2,1,1,2,5,4,5,17,20,37,41,24,24,17,11,12,4,1,1,1
48,45,34,65,62,37,50,45,93,118,130,91,169,156,76,81,91,69,38,19,1
5,5,5,0,5,4,3,7,5,12,19,7,5,4,1,1,2,4,3,7,1
3,2,0,0,0,1,1,0,2,5,9,11,12,11,11,10,7,7,8,12,0
18,21,7,6,13,23,10,12,17,14,8,12,7,15,10,6,4,9,9,7,0
93,111,77,139,117,60,62,82,153,286,354,377,238,77,73,84,64,51,28,41,1
0,8,8,11,13,6,5,3,4,4,1,1,1,2,2,2,2,3,5,9,0
7,10,7,6,4,12,9,11,25,18,11,8,6,0,0,3,1,0,3,3,1
0,1,1,1,1,4,6,2,3,5,1,2,2,9,7,2,4,6,4,3,0
0,0,0,4,7,6,4,0,4,5,2,2,0,0,0,0,0,0,1,2,1
1,2,3,1,5,4,4,3,1,3,6,3,2,1,1,0,1,0,0,0,1
0,0,0,0,0,0,0,4,10,7,2,4,8,11,7,10,14,20,11,10,1
41,53,34,21,32,36,39,31,46,52,82,94,121,138,184,233,287,300,238,74,1
0,1,0,1,2,3,3,2,2,2,0,0,0,1,2,1,4,4,0,0,0
0,3,2,1,0,0,7,8,3,6,7,4,5,2,0,4,3,0,3,3,1
13,17,14,7,8,12,9,10,17,16,11,13,3,4,12,16,9,8,8,4,0
19,40,40,18,14,16,13,11,27,25,25,33,20,12,24,29,22,16,16,19,0
8,7,4,9,9,8,3,4,3,4,6,2,1,9,9,2,1,4,11,6,1
2,2,1,4,3,0,0,0,0,0,3,5,4,6,8,13,9,2,1,3,0
4,1,0,1,5,9,7,1,3,3,2,3,5,4,5,2,4,3,9,9,1
11,8,11,11,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,3,1,8,11,5,0,18,18,5,4,6,2,1,1,2,3,2,1
54,79,89,62,95,101,86,50,42,66,45,34,56,40,28,41,29,4,7,21,1
66,94,49,20,43,63,79,278,406,227,252,267,92,108,133,66,56,40,29,35,1
12,14,17,4,4,15,11,8,4,11,5,8,9,10,8,1,4,2,4,2,1
20,20,13,5,7,6,20,21,6,6,9,0,3,2,4,2,1,0,0,0,1
2,3,0,2,3,3,1,1,7,6,2,5,2,1,12,12,7,5,10,9,0
8,9,7,5,1,2,5,5,6,2,0,1,1,2,3,6,0,0,0,0,0
6,5,7,6,10,8,12,5,3,5,7,6,4,0,1,2,0,4,1,4,0
5,13,12,9,15,11,6,6,9,14,5,7,14,11,12,13,12,12,14,11,1
8,7,8,14,15,8,9,12,13,8,4,8,14,13,14,38,40,17,19,13,1
1,0,0,0,1,1,1,0,0,1,3,3,2,0,0,4,4,0,2,2,0
4,10,19,14,12,10,15,11,34,40,29,26,18,18,19,8,5,7,10,11,1
6,0,0,0,0,5,5,0,0,0,0,3,7,14,10,1,1,2,1,2,0
64,51,64,49,19,27,20,14,15,1,0,0,0,0,0,0,0,4,5,5,0
1,5,5,0,0,0,0,0,1,0,3,11,11,12,16,11,12,7,3,5,0
14,12,19,13,12,10,31,42,34,48,36,9,11,11,5,16,23,17,8,6,1
0,4,6,13,9,18,12,5,0,1,1,2,3,3,3,4,3,1,1,1,1
21,16,3,3,0,9,43,65,49,63,52,40,25,10,1,13,13,6,6,1,1
47,55,80,65,20,15,22,43,90,191,703,547,30,10,12,15,63,107,96,154,1
7,3,8,2,0,6,4,0,3,5,6,4,5,3,3,0,3,6,10,2,0
1,1,0,1,2,2,5,4,2,3,0,0,0,0,5,5,7,7,5,3,1
2,1,4,2,1,4,8,4,0,1,2,2,1,2,2,6,3,2,0,0,1
1,1,4,5,3,4,3,7,10,6,5,1,9,3,4,20,18,6,1,4,1
17,14,11,9,11,7,16,21,31,16,17,18,16,11,11,12,12,15,6,3,1
3,0,0,5,3,0,4,0,2,1,0,2,2,7,1,0,9,24,24,39,0
6,8,13,11,7,2,0,6,11,9,8,17,10,6,3,6,8,4,9,6,1
472,281,146,123,147,345,791,934,967,1011,1332,1363,273,133,191,279,321,264,162,66,1
5,7,5,5,0,0,1,1,1,7,3,4,4,0,2,2,1,1,0,5,0
1,0,3,5,1,0,2,0,4,5,0,2,1,1,3,5,6,5,2,5,0
16,12,16,6,0,3,7,4,1,8,14,9,6,11,4,6,4,4,10,8,0
2,2,12,10,5,2,0,2,2,1,8,2,2,0,0,0,1,2,0,5,0
3,3,2,1,4,4,1,10,8,6,9,15,7,0,6,1,7,2,2,0,1
3,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1
17,8,8,10,6,10,7,12,12,0,3,6,11,11,4,1,4,7,0,5,0
5,4,3,1,3,5,2,3,3,0,0,7,9,4,6,2,0,0,1,0,0
53,88,139,154,116,140,197,250,224,221,197,148,96,16,12,16,45,76,57,22,1
15,18,9,5,4,1,17,19,8,11,8,15,11,6,10,8,9,12,7,5,0
15,21,22,11,4,6,17,22,27,41,43,55,49,51,31,14,14,10,6,10,1
13,33,36,21,24,34,39,54,91,120,130,157,95,58,79,130,99,108,84,71,1
1,3,1,0,1,2,1,0,0,0,0,0,7,7,0,0,1,1,2,3,0
2,11,7,13,14,10,12,16,13,11,7,7,6,4,3,2,3,1,2,0,0
116,91,41,43,23,10,18,31,106,111,256,279,156,176,123,44,24,17,31,43,1
0,1,1,0,1,4,4,1,2,6,5,4,6,6,1,2,5,9,1,2,0
3,1,0,0,2,7,9,6,7,9,3,6,6,7,5,4,8,6,5,1,0
2,7,7,12,11,10,12,9,4,13,23,18,5,3,11,15,8,57,88,79,1
8,0,0,2,4,12,7,1,14,8,8,7,3,1,1,2,4,13,21,10,1
0,0,0,0,4,5,2,6,5,8,4,6,5,0,0,0,0,0,0,0,1
5,10,8,5,5,9,11,4,16,8,2,13,10,5,7,10,10,3,11,9,1
2,0,0,0,0,0,3,7,7,3,5,9,7,2,1,10,16,13,4,3,0
11,12,9,14,8,4,11,19,11,12,8,21,25,18,11,5,10,10,3,0,0
14,4,4,6,9,12,5,8,11,5,4,6,20,15,11,20,16,11,6,6,1
6,1,2,4,3,6,11,12,6,6,8,3,7,8,8,15,15,11,16,6,1
2,1,1,1,0,0,0,0,9,8,1,1,6,7,4,1,0,3,3,0,0
6,1,2,2,0,0,3,4,1,2,4,4,2,3,0,0,4,4,0,3,0
241,302,256,288,208,279,159,316,378,293,259,186,309,497,532,248,158,223,181,138,1
0,2,16,20,14,18,30,50,128,176,203,231,192,132,51,33,23,19,19,19,1
1,1,2,4,3,1,2,4,0,1,3,7,7,2,0,0,0,0,0,0,1
93,79,60,30,19,54,69,130,220,256,197,177,24,36,23,45,133,207,330,363,0
3,7,10,8,14,12,15,12,27,43,37,26,16,16,12,17,14,14,20,22,1
17,21,19,23,19,26,76,101,197,217,223,210,138,140,187,122,82,56,23,24,1
2,1,2,3,6,15,14,5,2,2,2,0,2,4,5,1,0,7,6,2,0
15,16,11,10,10,13,13,13,30,69,94,79,44,24,16,12,24,27,23,40,1
3,4,5,5,1,0,0,0,0,2,10,13,0,0,2,10,8,10,3,0,0
3,5,5,4,4,4,5,13,14,13,17,20,16,9,10,17,13,6,6,23,1
4,2,4,4,9,6,4,11,11,6,7,6,4,4,1,2,5,9,15,6,1
21,18,18,13,25,55,72,41,30,16,44,66,96,109,192,211,83,26,12,17,1
3,3,4,6,4,5,7,17,13,2,6,10,9,11,14,9,7,11,14,14,0
7,10,6,3,0,3,6,5,5,4,2,3,0,156,155,0,1,1,1,1,1
4,0,0,3,2,0,0,1,1,1,4,3,0,0,0,0,1,1,0,0,0
10,5,3,11,7,11,10,5,7,11,11,8,5,5,13,19,9,8,6,3,0
5,12,12,3,5,3,6,8,11,8,14,9,6,18,13,14,17,7,6,1,1
10,8,6,2,0,5,9,4,4,3,3,0,0,0,2,3,2,0,4,5,0
0,1,1,0,1,4,2,3,1,1,0,2,5,1,3,4,2,8,8,8,0
5,4,1,2,4,1,5,7,1,7,4,2,2,2,1,5,7,8,1,1,1
55,26,20,23,17,14,17,26,13,5,0,0,0,0,0,0,0,0,0,1,0
4,10,5,14,20,9,6,11,35,52,31,17,15,10,7,3,0,1,12,0,1
0,0,1,4,11,10,9,3,23,16,10,5,3,6,7,3,1,4,8,8,1
32,30,21,10,5,12,8,17,57,96,61,27,23,27,53,96,105,213,351,239,1
12,3,13,34,79,114,169,231,326,247,241,288,250,190,60,42,63,56,53,69,1
0,4,1,0,0,8,9,2,1,4,9,18,9,5,5,0,0,9,6,8,1
7,6,5,2,7,7,4,2,9,13,13,9,3,7,5,1,2,2,6,6,0
6,5,1,2,1,2,0,5,1,1,4,0,2,4,3,1,0,0,4,2,0
0,0,2,6,4,4,4,1,2,0,0,3,1,5,5,0,1,1,0,0,0
1,3,3,0,0,1,0,5,3,0,0,0,0,5,5,2,2,0,0,0,0
8,6,2,2,0,0,0,0,0,3,6,5,0,0,3,6,5,1,8,10,0
1,3,0,1,3,5,8,13,9,3,0,3,3,3,0,6,2,4,5,3,0
22,25,29,19,12,19,24,23,22,7,5,5,12,19,14,23,25,17,13,12,0
1,0,1,1,0,4,4,0,0,2,12,12,7,5,0,1,3,2,5,5,0
0,0,3,3,8,10,12,15,15,28,41,55,57,18,8,11,15,6,6,6,1
2,3,1,0,1,1,1,1,0,0,2,0,0,0,2,2,1,2,1,0,0
33,32,36,16,24,28,18,72,100,100,87,82,74,56,35,19,15,11,20,18,1
0,0,4,4,0,0,0,5,11,12,5,5,12,6,7,20,10,4,9,0,1
6,9,10,9,9,9,9,8,6,6,7,7,6,3,2,2,0,5,3,2,1
0,0,0,4,3,0,3,1,0,6,4,0,4,9,7,1,1,4,9,6,0
59,33,36,44,129,322,311,145,189,212,783,1005,481,285,255,262,207,144,136,88,1
0,0,2,2,0,0,0,0,3,0,3,6,3,0,0,1,1,3,7,7,0
0,9,10,8,9,11,8,6,5,13,9,5,7,11,11,2,10,11,11,7,0
9,0,2,1,4,7,3,4,19,13,6,6,2,7,4,2,0,7,0,1,1
0,0,0,0,5,5,0,0,0,3,3,0,4,2,1,1,1,2,2,0,0
2,1,0,0,4,2,2,1,0,2,0,0,0,0,4,4,0,0,0,0,0
12,11,4,5,11,11,4,4,5,14,5,10,7,4,7,8,5,5,6,8,0
0,3,6,3,0,0,2,11,9,2,1,2,8,5,0,0,2,2,0,3,0
0,0,0,0,3,4,0,0,0,4,6,5,5,0,2,1,0,0,2,5,0
9,16,12,8,7,10,13,8,9,10,6,17,11,6,4,6,8,6,3,3,1
10,7,10,11,5,5,4,11,21,14,3,8,6,5,9,7,5,10,7,10,1
1,5,5,5,14,12,2,9,9,7,11,6,9,10,7,8,21,19,4,4,1
0,7,10,9,7,4,5,10,8,2,3,8,7,10,10,8,4,12,5,3,1
2,2,3,1,3,3,2,3,1,4,0,3,2,2,2,1,6,3,3,0,0
18,20,16,21,16,20,17,48,172,234,303,221,82,110,51,21,32,17,21,31,1
0,1,2,0,1,2,4,8,7,6,3,4,6,0,0,4,6,4,0,6,0
11,1,9,13,9,5,2,4,12,9,1,4,3,0,0,0,1,1,0,2,0
3,2,5,6,6,0,7,9,2,9,5,6,6,4,2,8,14,8,3,8,1
2,2,0,1,3,6,6,2,11,12,4,6,0,5,5,0,0,3,4,4,1
0,0,0,2,1,2,0,0,2,5,6,4,0,0,4,2,0,0,0,0,0
9,5,7,5,5,8,6,3,3,1,2,1,5,5,0,0,3,1,3,4,0
5,7,4,0,0,2,4,10,8,1,1,0,0,0,6,6,1,4,0,0,0
0,0,0,2,1,0,0,0,0,2,8,5,6,4,0,0,0,0,0,4,0
1,7,5,0,1,2,6,10,5,6,1,2,5,4,5,6,12,11,0,0,1
10,7,10,9,6,3,7,7,2,0,4,0,0,3,1,0,0,0,1,1,0
13,4,4,6,6,6,10,18,42,48,22,55,63,36,44,60,20,5,10,10,1
7,4,2,2,5,6,4,7,6,4,6,6,6,11,10,6,3,9,7,5,0
7,3,3,5,6,9,8,6,6,4,6,7,10,6,5,7,12,11,12,10,1
8,18,20,10,3,0,0,0,0,0,0,0,0,0,5,12,10,2,3,5,0
2,1,7,6,2,1,0,5,6,3,3,2,3,12,6,9,12,6,0,0,0
12,18,9,6,14,16,11,2,0,1,3,3,13,8,3,8,7,4,4,5,0
3,2,0,5,6,4,5,3,5,8,5,5,7,4,2,5,7,0,7,10,0
14,16,5,10,9,8,5,17,18,14,28,24,21,30,38,30,44,58,50,35,0
0,0,0,0,0,0,0,0,4,2,4,5,2,2,3,4,11,15,4,2,0
7,5,7,6,12,1,3,6,7,4,4,10,6,12,12,10,10,13,4,7,0
23,24,26,44,56,147,165,125,191,211,196,136,147,184,184,164,250,199,128,82,1
22,14,8,0,11,7,8,7,13,12,13,7,16,8,5,5,14,8,6,7,1
10,11,7,3,2,0,3,7,7,5,1,0,2,1,0,1,3,2,8,8,1
4,7,9,3,8,11,3,7,12,32,31,11,12,6,2,3,12,7,5,3,1
5,1,5,4,1,1,3,4,3,4,5,13,8,2,4,0,10,11,2,1,0
17,17,15,15,6,21,28,25,21,13,12,12,8,20,19,20,25,28,38,170,0
3,7,6,2,2,9,9,9,11,6,5,6,7,7,7,13,7,1,4,4,0
5,5,3,7,8,8,10,15,10,6,8,10,8,7,15,19,20,16,6,2,0
11,13,9,3,2,4,3,2,2,2,1,3,3,4,4,1,0,6,5,10,0
12,14,6,10,12,6,14,12,9,33,24,9,8,9,14,18,12,6,6,8,0
0,0,0,0,0,0,1,6,7,5,5,17,14,8,5,2,8,11,6,15,0
21,26,21,42,71,100,209,277,240,256,294,129,80,55,59,106,80,19,19,47,1
0,0,1,1,0,0,1,6,12,4,1,3,8,6,1,7,11,2,0,0,0
4,0,8,9,2,12,18,6,6,9,17,9,7,19,17,9,8,5,7,6,1
1,5,5,4,1,0,3,4,3,4,2,2,2,2,6,0,0,1,1,10,0
8,6,1,1,0,2,2,0,0,0,0,0,0,0,0,3,10,18,17,0,0
2,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4,15,9,4,18,15,29,16,3,3,6,10,4,10,5,4,9,4,0
8,10,8,3,5,13,10,6,18,22,17,33,17,15,8,7,9,12,6,3,1
0,0,0,0,3,12,9,1,2,0,4,9,4,0,2,7,7,4,3,2,0
5,5,5,4,1,0,0,2,4,13,15,9,16,11,12,2,4,11,15,13,1
1,4,4,2,4,3,1,1,4,3,9,15,15,9,0,3,1,2,8,2,0
5,13,9,8,13,12,17,19,27,25,40,30,18,16,9,10,11,7,0,3,1
7,3,0,0,0,0,0,0,0,0,0,0,7,6,10,6,2,4,6,14,0
0,2,4,9,16,22,16,11,6,10,16,4,3,3,1,1,8,8,7,6,0
0,5,1,11,15,5,0,1,0,6,7,1,0,1,1,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,2,2,3,0,2,3,3,4,6,10,0
7,5,3,9,10,10,13,8,5,7,8,6,5,6,13,4,3,8,5,5,0
0,5,1,1,1,0,0,3,13,12,14,20,16,5,4,10,10,7,13,10,1
0,0,0,0,2,3,7,9,5,8,6,2,3,5,5,1,1,0,0,0,0
12,6,3,3,3,13,19,13,14,12,5,10,1,1,0,0,0,0,0,0,0
8,4,15,15,9,16,9,8,13,13,13,18,6,2,3,4,6,7,3,10,0
1,0,0,0,0,0,0,0,0,1,2,1,3,2,8,6,3,12,2,2,0
4,12,8,10,11,4,3,14,11,11,16,9,10,13,17,14,18,17,5,8,1
6,2,2,4,3,7,6,3,3,4,13,10,2,1,1,5,2,11,15,11,1
5,7,6,2,4,8,11,10,10,15,6,0,4,8,21,18,9,9,12,12,1
