V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
3,18,25,41,52,44,34,18,15,26,55,74,55,37,35,21,28,22,26,45
23,20,55,57,120,212,215,215,118,93,74,56,44,44,44,48,53,37,41,28
15,30,18,23,23,27,28,24,27,45,14,6,0,36,58,50,32,32,21,4
8,8,6,17,17,9,13,26,49,123,164,85,52,62,80,88,62,37,24,15
38,39,21,35,31,16,13,11,17,18,33,21,38,28,14,10,10,4,2,3
9,6,6,7,0,8,11,6,0,1,5,7,5,5,7,3,9,18,11,1
21,14,18,13,30,24,10,10,12,57,90,42,38,47,32,19,10,17,13,6
24,12,26,42,77,178,198,108,126,102,71,187,122,92,111,56,18,6,3,6
25,90,128,120,123,206,153,89,98,40,28,31,59,71,85,48,14,15,18,12
8,7,41,70,128,160,109,83,103,142,118,122,65,47,61,32,16,7,14,8
3,16,21,15,22,14,15,15,30,30,23,8,6,5,3,3,8,6,2,3
14,13,17,28,39,24,23,32,26,40,83,104,61,56,38,15,18,12,11,41
31,53,51,48,17,14,9,23,31,25,18,33,29,32,29,33,34,21,14,16
22,19,14,27,35,32,37,28,20,27,32,35,22,24,34,25,18,24,29,32
33,7,85,163,110,33,30,29,39,93,232,711,693,458,759,424,232,55,19,20
5,9,13,17,29,13,23,64,108,120,140,113,24,11,10,22,51,49,24,18
5,9,8,9,11,3,0,1,10,28,32,44,28,15,10,16,12,3,0,0
20,49,72,62,19,20,30,96,148,105,78,122,295,134,42,25,30,28,37,49
1,1,1,0,3,3,1,7,26,48,35,21,32,8,2,2,5,3,0,1
10,6,18,20,28,14,5,3,3,0,6,24,32,35,20,13,13,0,0,0
0,14,17,11,18,25,19,4,15,26,12,5,4,6,15,13,17,24,6,4
40,35,40,33,15,18,15,17,24,23,50,92,103,49,15,20,26,47,101,144
6,15,5,3,3,1,2,10,36,61,62,63,62,38,33,11,3,4,0,8
23,30,13,17,14,25,70,115,103,107,134,92,48,28,20,12,15,21,7,22
21,34,26,25,24,16,43,122,225,185,121,159,98,23,10,10,9,9,5,0
162,291,387,238,256,274,164,170,88,39,55,80,72,56,46,32,39,47,70,107
46,35,53,129,123,126,126,82,116,113,107,104,98,74,16,17,10,12,10,6
150,187,272,410,254,219,247,285,281,129,67,45,18,12,20,38,27,21,22,26
9,10,12,15,8,41,59,76,105,101,79,45,24,24,7,14,6,0,0,7
11,10,1,1,0,0,4,4,11,7,3,12,9,1,3,3,1,2,1,0
12,14,21,27,13,10,16,11,34,77,76,140,191,94,34,14,38,81,125,398
1,6,4,0,7,9,27,41,50,47,31,80,71,50,50,24,7,5,7,5
3,4,5,4,1,3,9,25,22,36,76,61,45,27,15,11,11,14,19,12
16,14,9,16,21,26,21,30,27,34,30,37,41,41,30,40,32,18,22,25
15,7,3,3,6,19,23,22,12,7,6,9,10,0,17,16,5,7,8,15
1,1,7,5,0,8,20,32,78,88,72,83,58,25,5,0,4,8,4,1
46,36,15,9,8,22,58,120,161,152,85,105,88,35,17,16,16,12,4,2
5,9,10,18,12,0,12,80,185,217,249,264,268,114,11,12,0,1,7,11
39,39,41,35,39,51,109,175,186,130,160,159,85,38,36,27,29,37,48,27
33,29,22,16,6,10,12,12,17,22,26,20,14,20,15,40,73,106,86,120
261,341,370,425,401,377,628,688,514,351,283,161,135,70,24,24,29,22,47,47
112,62,23,17,20,12,21,35,28,32,54,52,47,30,18,11,6,9,1,1
11,17,8,6,18,14,10,30,22,12,18,32,36,38,40,33,35,37,40,21
27,21,4,18,53,27,0,0,15,14,23,16,13,27,36,26,0,5,11,11
9,13,14,22,42,69,75,72,70,39,44,36,33,26,9,11,8,13,13,8
22,39,67,104,150,200,179,185,156,114,104,94,50,32,17,23,6,0,0,0
51,57,49,28,68,102,149,131,94,43,18,6,4,10,6,10,12,3,1,10
12,15,13,11,26,37,79,115,116,102,80,53,41,24,14,43,41,24,18,16
34,16,15,48,114,176,190,230,184,240,213,249,194,106,72,33,17,23,32,48
12,24,34,49,58,52,48,43,59,130,186,178,158,203,219,39,17,0,0,0
10,6,6,14,44,54,113,131,87,36,9,13,14,33,49,40,87,80,100,114
0,0,3,4,1,1,7,22,54,60,28,30,14,0,0,1,2,1,0,2
8,18,22,4,1,18,80,139,105,188,221,126,57,44,43,74,99,107,99,64
7,10,24,25,9,14,16,47,119,118,127,81,22,9,7,8,9,9,3,5
7,6,10,11,5,17,36,23,30,50,89,72,41,50,24,40,50,53,89,104
7,13,13,10,2,9,7,15,20,11,5,8,13,13,4,3,2,4,0,0
73,126,101,82,322,382,137,87,103,114,53,35,33,34,80,148,155,148,132,165
25,12,16,21,18,11,10,4,24,28,10,11,4,2,2,3,20,28,37,39
7,6,9,9,4,28,64,70,51,59,56,27,24,11,4,4,4,8,5,0
11,18,13,11,13,6,7,22,51,72,61,61,99,59,21,7,6,18,20,5
31,59,58,54,37,31,44,49,34,44,59,31,15,23,91,128,149,148,178,208
20,19,24,109,210,201,169,89,56,78,48,15,3,8,32,88,73,32,10,3
51,55,45,47,53,85,106,67,80,109,77,38,10,12,15,25,39,35,42,49
11,14,10,13,19,9,4,13,18,15,6,18,14,2,1,5,5,3,14,15
13,41,54,65,53,48,135,194,145,134,133,172,190,213,215,156,218,265,240,315
10,7,17,22,9,8,12,24,81,105,81,43,21,8,23,38,23,16,8,8
18,10,17,13,6,23,53,99,64,41,83,129,139,96,47,27,37,43,38,8
4,2,4,5,3,2,11,30,42,65,52,31,25,8,5,7,3,2,3,7
102,85,104,123,279,382,343,442,615,439,672,898,457,180,128,55,24,47,80,84
3,5,24,31,10,5,23,71,145,172,94,123,106,34,17,14,16,17,33,35
20,44,43,21,12,14,33,122,130,133,116,90,128,74,20,29,29,22,20,7
14,5,5,3,9,9,4,5,16,21,15,29,33,19,12,15,10,7,7,9
16,12,8,5,12,29,52,76,76,60,45,27,30,23,37,49,31,15,3,18
120,114,100,90,96,114,112,106,35,14,5,21,43,50,61,68,42,59,36,20
12,15,12,4,6,11,23,50,61,95,75,38,16,8,2,7,6,9,14,10
14,0,8,12,9,9,36,51,52,15,40,62,62,66,102,90,51,33,11,16
2,11,20,15,16,15,14,8,10,12,19,16,9,7,7,14,9,6,9,3
61,86,90,103,82,26,28,95,154,148,83,103,93,38,25,17,11,32,20,20
38,30,56,51,37,25,54,136,326,358,297,219,239,185,96,41,13,27,25,30
5,6,6,8,7,4,2,33,89,105,88,86,123,59,24,9,5,2,1,13
15,10,12,23,25,66,64,60,46,56,86,62,22,6,15,6,6,11,6,7
31,33,21,21,21,29,12,13,11,25,35,30,37,36,24,30,34,38,37,19
18,33,30,21,20,26,53,101,93,103,160,176,111,84,38,21,16,19,20,18
51,58,78,185,209,171,139,116,112,86,57,45,39,23,14,7,11,16,14,12
11,4,3,0,8,39,76,102,51,47,119,99,45,20,10,6,21,32,16,7
12,13,2,6,12,11,15,11,6,34,39,2,0,21,16,0,0,9,9,4
23,8,5,10,12,41,27,51,65,86,190,129,57,41,35,39,56,67,60,33
1,2,4,11,12,1,3,20,35,14,0,10,13,4,4,13,12,20,17,9
9,11,9,14,16,20,32,36,51,65,87,78,29,46,64,31,21,9,5,16
2,15,11,17,20,17,27,24,16,23,40,63,30,18,21,15,6,17,18,30
17,4,6,4,1,0,7,10,14,14,27,10,23,12,1,4,8,11,9,2
4,0,0,0,0,5,24,56,79,80,136,136,85,92,57,19,74,79,96,72
14,30,20,14,18,17,82,164,214,245,285,188,119,97,79,48,44,36,19,18
19,21,28,46,33,14,15,19,25,39,62,93,104,99,113,137,130,111,131,124
111,77,51,54,46,21,29,49,49,36,35,20,8,11,3,16,18,28,27,16
16,16,17,9,15,20,24,29,16,30,27,31,26,28,19,8,6,7,5,7
15,20,5,4,9,4,12,67,104,57,41,52,28,11,2,0,2,4,14,2
0,3,0,5,14,45,96,108,116,108,78,83,93,86,64,41,69,40,36,30
0,2,21,20,3,10,13,36,106,135,149,96,52,14,8,15,17,3,5,3
7,12,18,10,13,29,70,100,82,140,220,206,120,96,63,33,25,77,157,213
26,26,42,20,0,0,0,25,28,11,0,7,0,2,5,2,0,6,6,2
44,42,41,23,9,9,24,30,52,71,146,199,256,204,102,103,102,69,23,16
2,4,4,2,14,24,74,82,111,87,70,26,8,8,18,6,4,8,2,1
22,31,27,36,37,21,37,85,113,161,155,103,170,173,109,24,7,0,0,1
1,4,10,12,2,6,11,25,61,67,30,31,17,20,6,5,10,10,8,3
45,34,33,47,31,25,32,32,25,28,14,15,24,15,4,1,9,8,3,10
30,29,19,14,20,14,87,174,170,101,74,67,18,2,1,3,9,13,13,11
35,48,65,98,75,20,11,14,17,42,112,129,134,111,131,130,62,41,22,7
39,48,58,45,47,43,30,35,58,66,91,160,65,22,13,10,8,15,32,36
25,16,11,11,7,8,36,82,86,109,211,152,34,13,5,6,23,33,24,8
35,38,29,21,23,38,76,174,244,219,210,235,271,123,85,76,48,67,43,54
4,16,19,18,32,50,49,32,14,17,26,55,64,32,55,30,25,17,28,66
131,102,66,48,29,22,62,89,86,109,75,45,25,22,60,63,42,32,17,13
14,29,50,59,68,72,57,46,54,55,17,14,29,24,20,24,25,23,21,24
7,29,30,9,10,5,16,37,81,52,67,94,39,15,5,3,7,10,14,13
0,0,1,2,3,2,22,61,180,169,205,236,165,20,0,0,0,0,0,0
17,53,67,34,22,13,56,157,232,182,110,167,111,32,16,18,9,27,34,18
38,67,97,54,41,20,39,153,239,308,162,115,242,119,46,29,16,18,30,53
12,12,16,27,36,31,24,26,31,41,67,59,46,18,14,18,13,13,6,14
4,5,12,9,14,17,9,4,42,67,67,67,54,49,22,25,11,24,26,16
39,43,31,25,35,83,129,152,240,380,256,182,99,63,29,1,0,19,29,0
39,26,21,18,26,42,69,52,40,43,32,50,55,0,101,296,244,90,40,33
0,0,0,2,0,0,0,0,53,158,201,229,169,69,43,38,40,43,33,22
48,26,21,24,44,63,96,138,143,61,43,41,22,10,7,1,6,11,2,0
14,15,9,10,26,39,67,127,91,104,78,46,50,20,13,10,26,42,27,19
16,19,35,25,15,14,4,23,47,66,56,90,98,45,8,5,1,15,16,2
65,115,139,115,101,82,48,1,61,74,10,54,103,117,58,8,19,7,1,0
5,5,2,1,6,17,33,24,27,38,59,24,0,4,17,4,0,8,4,0
11,7,13,16,17,22,15,42,73,73,102,171,142,109,64,151,143,146,141,112
13,58,77,80,101,167,148,207,207,175,157,164,129,56,9,5,9,8,20,21
42,43,53,52,96,112,190,204,214,209,128,81,66,37,56,63,74,45,30,24
20,29,102,192,219,334,786,1152,595,593,306,246,157,59,18,10,5,11,8,11
11,10,12,4,8,11,12,18,27,34,39,33,7,4,12,11,10,5,7,8
0,0,1,1,2,2,6,21,50,66,86,63,19,7,0,0,4,12,13,4
37,25,28,24,25,24,24,36,41,59,70,98,96,123,95,65,42,35,42,39
5,10,17,15,1,4,33,94,108,71,118,80,19,16,14,15,20,20,17,7
11,22,12,18,17,22,63,138,143,68,52,132,79,33,7,1,1,1,0,0
75,33,9,24,50,68,86,115,146,99,82,109,127,132,80,34,12,4,12,15
0,0,0,0,0,2,4,9,23,58,107,93,48,28,75,59,58,65,94,92
40,22,32,44,66,100,121,74,107,126,150,112,32,18,8,7,14,8,6,11
11,19,24,25,19,17,5,12,18,65,118,148,141,103,51,16,8,18,40,53
29,73,104,78,49,60,28,46,58,111,240,370,212,272,353,229,116,44,38,46
14,4,3,11,6,3,17,41,69,83,72,127,120,31,13,1,3,2,0,0
80,123,192,263,186,194,267,193,144,81,43,30,31,54,72,43,23,8,10,25
11,8,5,6,10,15,36,76,56,65,151,137,130,89,31,25,21,32,13,5
9,18,10,12,12,16,15,13,27,43,56,86,144,133,110,95,35,13,9,9
17,22,30,37,33,23,9,16,43,65,128,190,284,368,268,276,222,345,398,151
20,23,35,49,38,32,42,68,95,111,83,91,57,22,19,15,16,34,28,15
0,4,5,15,13,8,6,3,3,9,9,10,10,7,11,13,8,9,4,6
44,43,63,72,57,65,73,60,31,59,76,63,49,41,16,16,27,2,8,14
9,8,4,12,2,0,8,5,2,6,5,3,0,3,15,2,2,1,0,0
12,14,23,29,66,62,44,37,42,70,100,232,299,227,287,425,424,370,243,115
7,15,35,40,43,55,27,57,70,110,78,90,85,58,106,110,80,48,33,49
55,75,71,72,63,66,39,53,61,52,42,55,42,13,9,10,17,15,4,3
31,47,33,26,27,33,13,11,20,33,39,137,139,160,336,280,259,171,134,81
18,21,22,9,3,10,71,168,176,133,141,115,47,17,10,7,17,9,4,6
29,37,17,10,14,35,65,100,104,117,175,178,120,70,71,56,50,35,23,9
30,40,24,6,15,27,42,72,65,106,176,110,40,3,11,32,34,34,25,18
4,10,20,16,5,8,17,47,90,96,74,116,88,28,17,26,22,24,19,12
1,11,16,21,11,5,5,7,23,48,74,65,73,75,46,28,11,7,30,15
8,7,16,14,6,19,25,14,9,9,15,21,22,17,1,2,10,18,20,19
3,11,10,4,2,0,0,0,0,0,0,11,21,50,62,53,64,84,66,35
36,34,64,64,42,34,31,28,27,39,40,36,19,16,30,47,65,71,104,147
7,6,8,8,12,11,15,27,88,137,172,194,103,29,26,4,1,9,16,5
11,11,3,13,9,5,20,20,31,35,68,42,12,7,16,14,7,11,10,10
2,2,2,0,5,8,9,24,22,17,9,8,8,18,17,20,11,7,10,11
29,56,56,37,24,13,15,13,33,71,64,30,4,6,6,6,4,9,11,14
4,0,2,3,3,6,9,16,21,48,83,54,32,25,10,7,6,8,6,14
3,5,12,5,9,11,20,69,100,107,68,87,47,6,4,26,11,6,9,8
5,7,0,5,5,1,7,20,22,43,64,68,59,25,21,21,14,4,11,21
128,183,163,64,23,24,43,61,154,222,270,238,137,186,90,16,17,23,75,103
66,53,27,36,46,35,42,39,56,104,63,71,64,42,34,34,22,20,21,11
3,10,15,15,19,14,28,73,131,175,150,222,186,59,4,3,10,27,26,22
8,20,30,11,0,6,21,66,182,155,92,136,106,28,5,6,13,13,21,21
15,56,114,107,69,28,7,58,130,263,250,211,223,227,141,86,43,37,41,83
11,22,44,30,4,6,18,32,47,44,78,66,36,21,9,10,12,11,8,3
27,26,9,10,14,24,70,98,70,56,42,124,133,101,97,97,85,81,40,31
38,23,39,57,30,24,26,56,90,143,191,240,164,139,208,199,110,56,23,44
160,244,346,414,465,634,571,447,577,678,382,318,225,238,177,60,47,43,105,141
15,9,9,20,24,14,12,29,8,9,26,25,25,17,10,11,7,6,9,16
5,5,5,7,6,0,9,67,82,74,113,63,21,8,7,4,9,11,11,1
2,8,8,9,7,8,7,11,25,35,25,24,13,10,5,22,20,20,29,10
17,31,57,94,123,134,160,151,157,116,113,89,60,43,45,73,87,70,80,79
44,34,17,8,26,76,127,210,171,187,169,110,48,20,11,10,7,47,21,8
37,22,17,14,26,32,46,64,44,58,72,49,68,58,56,45,77,101,174,252
0,6,15,3,14,32,43,68,45,65,124,156,108,59,20,9,6,6,10,12
6,15,39,31,8,12,22,72,168,135,108,86,54,12,5,0,9,11,12,9
5,8,9,11,2,7,11,9,24,24,18,7,4,9,17,11,8,1,6,6
0,0,0,3,9,32,28,53,131,186,161,105,60,31,13,8,0,1,2,2
15,5,9,12,31,38,32,40,43,36,34,33,21,26,48,84,64,51,54,33
162,33,13,4,10,20,81,125,86,112,83,33,26,28,34,77,74,32,22,7
10,15,17,12,7,8,28,15,7,9,13,18,49,43,18,32,16,21,8,11
48,57,53,56,33,34,77,173,245,260,149,168,216,73,9,10,14,23,37,13
2,9,15,9,2,11,27,29,37,39,49,84,54,28,13,11,10,4,8,10
21,25,23,12,20,20,21,31,28,31,48,34,26,16,11,7,14,19,17,23
39,30,14,16,21,19,29,36,67,54,39,45,29,9,8,4,3,1,3,5
58,53,86,142,179,264,256,211,53,90,86,29,14,8,24,30,24,32,15,3
23,18,18,4,16,16,51,134,249,136,174,256,213,57,19,13,5,16,13,0
9,4,7,12,31,54,165,261,232,210,258,154,44,21,10,26,25,44,53,38
43,38,4,21,22,38,88,120,203,196,159,166,114,78,27,20,39,79,95,64
9,12,18,20,20,6,25,31,18,14,20,13,4,9,3,0,2,0,0,0
53,69,87,77,88,53,49,73,93,142,172,174,144,140,149,268,220,230,383,329
16,31,47,49,94,97,122,168,110,92,58,53,35,27,20,42,34,27,42,38
40,59,39,31,27,29,44,103,154,139,154,206,226,264,222,202,136,80,45,39
3,2,3,2,9,12,9,6,14,15,14,17,10,10,10,12,9,7,6,1
8,5,13,12,3,3,5,26,81,76,56,49,47,15,5,3,3,5,4,8
24,18,13,26,69,157,206,98,143,178,165,192,79,28,18,8,17,33,36,22
22,41,53,68,47,28,13,8,9,17,39,31,19,4,13,14,10,9,23,18
11,20,12,8,2,14,17,40,87,110,136,170,131,44,23,6,4,9,7,11
11,24,26,88,192,103,130,180,205,161,140,89,62,17,12,11,14,29,35,43
31,20,19,18,30,58,65,65,66,35,38,42,53,108,198,152,157,185,122,96
1,10,12,6,3,2,8,8,13,22,16,20,13,9,6,3,0,4,3,1
9,22,30,51,38,34,41,73,137,178,257,407,372,174,158,179,201,70,9,11
24,32,42,51,37,31,24,31,36,64,120,143,173,177,126,98,57,25,5,12
8,17,10,9,7,2,13,62,51,50,68,56,33,9,2,5,17,16,4,3
18,15,28,29,9,9,31,36,23,14,13,14,20,11,7,12,21,21,18,24
20,13,9,56,143,130,89,58,63,94,133,113,62,36,25,11,19,36,88,145
44,56,65,77,52,51,60,44,63,59,74,69,59,67,101,106,139,89,36,13
9,9,21,22,13,14,26,24,13,25,18,17,6,16,10,7,10,11,18,21
4,21,23,10,20,32,48,38,44,51,65,45,34,27,14,15,10,4,3,6
42,19,15,19,38,45,76,125,162,142,137,141,156,169,130,86,76,72,47,11
4,1,11,9,4,14,22,25,49,71,98,63,24,9,11,11,5,5,17,58
22,15,30,42,51,45,34,25,43,84,129,94,90,178,219,229,220,221,224,240
24,29,30,19,23,19,16,30,43,57,64,41,34,15,28,45,44,31,55,84
39,23,18,26,52,91,141,181,313,288,259,327,445,343,468,347,133,89,37,29
9,10,9,4,3,12,23,55,89,80,74,34,16,10,6,7,9,11,4,0
36,68,136,236,225,105,112,202,233,153,116,86,31,15,14,23,33,27,38,37
2,0,0,0,11,11,2,1,7,7,33,34,9,0,0,0,0,0,0,0
12,23,18,3,2,3,12,41,50,40,32,11,8,0,1,7,17,11,1,1
12,6,10,18,26,28,16,13,13,9,26,29,6,10,19,20,9,3,3,1
31,33,40,74,82,92,144,100,121,128,158,109,97,117,76,33,25,15,13,16
3,4,1,2,0,4,7,9,21,12,16,8,6,2,4,3,3,0,2,2
9,22,42,22,7,14,46,109,162,179,221,271,112,13,17,14,12,19,29,19
19,33,37,36,27,27,30,15,25,27,38,34,30,24,30,28,27,24,20,23
15,29,37,49,32,18,25,103,150,140,106,131,137,73,12,8,12,22,25,11
34,85,168,88,150,200,185,126,88,56,43,43,33,16,15,9,21,40,36,9
1,4,3,0,0,3,6,12,17,17,21,23,43,59,56,33,10,6,14,14
15,17,8,16,18,29,61,76,121,167,160,107,55,15,2,13,44,53,35,7
24,25,35,37,41,47,88,120,127,160,113,78,59,36,21,34,78,62,42,70
1,7,9,1,3,12,8,44,63,80,134,90,23,13,10,3,0,0,6,10
17,33,37,25,16,37,83,189,315,172,128,162,92,18,2,0,0,0,8,25
5,7,11,8,5,3,12,52,89,96,159,131,34,7,2,0,12,24,24,15
24,35,37,37,26,21,33,42,60,39,31,51,77,91,74,100,158,187,170,89
5,21,40,24,15,17,49,108,151,219,187,278,429,442,221,123,54,36,31,60
0,2,2,0,1,1,12,16,33,29,19,19,13,8,1,4,7,2,1,5
0,0,11,19,38,75,124,120,164,133,59,84,55,12,7,10,7,11,4,7
1,2,6,6,1,5,13,15,5,4,15,11,8,6,3,1,1,2,1,3
39,33,24,7,6,6,3,2,6,19,45,41,4,5,7,8,12,12,3,0
24,23,24,25,17,12,17,29,84,151,176,232,216,162,148,64,47,17,6,2
4,12,3,1,6,5,6,9,20,45,66,57,20,2,0,0,3,5,8,5
21,6,25,73,83,272,304,140,46,22,48,67,62,65,84,113,108,101,77,96
19,18,25,14,20,40,54,63,97,58,98,97,115,139,63,35,39,16,3,8
25,20,11,36,55,59,92,137,79,44,23,21,25,15,10,7,15,17,17,15
36,53,56,46,48,42,32,49,79,124,88,60,90,28,15,17,11,18,22,10
23,18,31,45,32,33,25,39,81,188,248,122,119,105,79,19,16,17,20,41
13,34,35,31,17,14,32,68,82,61,47,75,67,26,12,6,9,9,5,6
47,101,171,393,233,139,268,307,185,76,42,20,5,7,11,9,13,33,25,22
231,311,231,110,141,127,69,18,13,11,16,51,99,90,60,28,21,12,25,26
716,663,150,116,172,136,72,86,61,62,61,67,47,27,27,60,61,23,25,25
18,14,15,21,35,58,94,96,85,54,25,27,27,23,22,33,38,27,15,17
8,15,42,49,16,7,10,19,37,81,120,152,161,158,96,31,11,16,24,7
37,26,36,29,15,12,32,71,100,86,64,103,78,58,44,41,24,10,11,50
5,13,9,8,15,19,13,6,11,14,11,8,11,19,19,23,49,49,68,55
11,13,9,19,9,8,19,33,61,96,105,94,85,74,28,22,11,11,8,20
13,15,5,10,12,23,41,54,65,49,43,60,45,23,10,10,18,15,14,8
16,12,21,56,83,83,54,26,26,70,161,295,195,237,338,169,93,60,41,18
25,22,40,72,66,61,59,60,67,84,124,182,174,169,85,55,36,27,20,18
12,9,1,3,3,12,24,22,36,68,48,39,31,12,4,0,15,14,11,7
22,20,38,51,37,18,14,55,78,125,288,361,280,133,146,131,91,39,20,16
15,15,9,6,1,6,16,22,37,33,40,55,33,13,26,43,28,10,14,14
6,7,1,0,1,7,5,11,17,29,31,29,14,3,5,5,5,6,5,12
44,47,62,42,28,29,75,103,82,43,39,16,11,15,16,13,21,14,17,24
7,22,34,30,18,6,26,74,110,104,121,98,49,15,0,5,12,14,16,9
8,6,2,7,10,11,10,13,25,37,35,27,26,11,4,0,1,7,8,4
3,0,0,0,11,27,47,99,136,143,71,70,152,62,15,10,6,18,22,21
68,35,23,31,18,17,20,40,44,31,38,35,27,18,14,18,17,16,16,4
10,8,14,15,8,11,55,93,64,42,41,57,38,19,11,9,11,9,9,8
45,28,45,34,22,13,23,34,68,95,68,135,127,84,55,19,17,6,7,5
2,1,1,4,3,4,8,46,88,106,32,85,92,32,1,0,3,3,2,3
13,22,19,3,3,14,26,31,37,47,47,47,42,5,1,0,1,1,4,3
2,2,0,0,7,7,0,25,23,0,0,17,28,25,14,21,1,23,20,0
3,4,14,30,24,33,28,28,21,28,30,57,45,6,15,19,19,5,4,9
19,22,15,6,43,79,111,153,190,105,111,94,57,24,13,18,10,4,0,4
1,3,4,7,12,32,32,43,42,32,16,15,3,2,2,7,4,8,6,6
12,28,25,12,0,0,15,50,109,81,36,11,10,10,4,2,0,1,1,2
8,10,5,2,9,11,15,28,112,233,180,229,234,57,30,19,23,26,12,9
32,35,28,27,15,27,37,47,109,163,118,80,106,99,56,20,21,34,35,26
10,13,6,4,4,12,5,9,13,15,17,14,7,4,2,2,6,9,8,7
11,12,15,22,45,26,5,0,11,34,62,138,215,242,211,136,42,18,7,0
85,87,48,42,44,87,137,171,259,269,236,101,41,39,76,106,127,318,364,445
54,27,15,31,43,124,175,157,116,77,46,40,52,77,80,150,152,137,140,107
6,2,8,13,12,5,3,10,11,6,4,3,6,11,9,1,2,7,10,13
15,10,15,17,18,10,6,18,29,42,45,47,54,63,63,42,33,32,21,23
17,27,32,55,102,205,237,229,353,347,210,115,144,80,43,21,21,20,32,23
19,14,12,15,34,36,56,149,172,90,98,159,98,121,98,90,58,32,47,113
22,15,34,89,103,92,96,68,69,57,39,33,40,32,35,27,10,14,6,6
56,110,161,199,145,167,158,92,35,56,86,93,49,19,11,20,19,27,20,15
20,27,23,5,4,8,23,67,89,105,145,105,35,12,13,17,21,20,10,11
0,0,0,3,2,5,1,3,2,3,0,0,2,2,0,0,11,15,7,7
5,12,10,22,32,21,24,30,27,32,34,60,83,69,17,11,11,6,5,7
258,315,226,101,47,32,64,124,186,268,410,265,117,145,76,41,14,6,24,31
5,22,26,4,0,3,4,1,0,7,52,50,7,4,2,1,6,4,1,0
11,16,53,55,23,9,9,21,42,144,199,218,212,131,99,123,89,38,13,7
32,52,78,104,216,230,161,197,229,106,118,184,97,27,13,6,5,16,24,16
13,21,22,17,20,13,10,24,63,88,85,101,81,57,26,9,9,11,17,18
7,7,7,4,9,15,19,29,77,94,108,115,43,14,3,3,31,43,23,4
7,8,12,10,9,8,2,12,18,17,17,24,13,8,7,16,15,11,10,1
29,35,40,56,55,54,29,11,3,19,28,42,43,151,253,173,140,113,50,25
19,18,23,19,20,11,7,31,59,60,42,44,69,65,55,68,44,26,18,25
1,3,6,7,8,4,0,0,0,0,6,6,0,0,0,7,6,0,0,0
3,13,14,6,6,6,8,36,104,108,62,88,58,14,11,2,8,3,0,1
13,12,7,22,30,28,12,29,23,24,8,17,10,1,10,5,9,13,5,7
13,17,31,55,49,26,23,11,27,44,114,211,195,156,155,167,134,99,164,112
45,104,331,341,164,250,759,929,499,157,105,49,26,28,24,35,35,24,29,30
24,14,6,4,22,33,40,33,26,10,37,71,97,134,177,174,159,81,44,56
13,16,11,2,12,13,19,48,72,115,98,62,48,19,4,8,9,24,25,7
24,20,15,10,8,11,17,28,52,86,79,88,65,42,15,13,40,71,42,27
35,28,53,91,166,216,294,241,123,43,43,16,53,147,185,168,99,101,199,204
28,38,27,18,29,37,73,188,177,188,267,266,140,72,43,25,42,37,28,23
14,17,22,38,39,22,28,34,50,80,115,121,96,112,54,18,9,17,29,37
2,6,7,15,30,27,27,36,30,9,6,3,3,3,5,2,3,4,3,1
1,1,9,17,13,14,28,42,47,50,51,30,45,30,5,9,11,4,3,4
1,9,9,5,12,24,17,7,0,0,19,22,1,12,7,0,0,0,0,0
21,17,7,16,11,10,12,21,63,80,51,53,44,16,9,8,3,8,16,17
4,2,4,6,5,1,8,21,42,65,31,13,18,18,9,8,12,17,5,2
30,278,416,567,421,217,317,466,285,123,36,51,45,26,29,34,10,16,25,21
21,22,17,7,6,21,27,20,10,15,43,57,61,42,15,22,27,29,19,19
2,9,4,9,30,50,30,48,62,50,80,51,19,19,15,8,0,1,2,8
6,6,15,23,30,31,27,19,24,16,29,34,48,64,40,29,13,12,18,13
61,74,61,16,18,14,13,27,59,92,68,45,26,7,6,1,2,19,12,8
16,70,97,70,62,28,16,12,7,53,73,69,78,29,23,11,2,9,12,8
21,38,56,50,29,35,76,181,288,304,616,569,161,161,319,224,111,73,38,62
8,3,11,15,9,4,4,25,98,129,94,52,14,12,3,14,8,2,7,6
34,25,26,17,43,92,118,115,113,67,81,158,188,169,95,41,29,28,29,31
31,13,5,13,54,74,97,101,54,30,83,51,11,2,9,7,1,8,17,23
8,20,38,74,71,92,77,72,60,37,34,53,75,88,116,100,87,86,41,18
26,43,53,28,13,22,75,128,155,274,227,341,358,322,142,51,40,23,48,144
96,78,31,45,124,164,75,155,134,83,125,51,13,15,27,16,2,14,31,37
73,64,18,20,19,39,103,152,173,148,133,144,139,111,40,23,26,19,21,28
21,52,75,25,19,17,27,67,118,394,516,225,190,209,254,207,111,35,13,40
14,23,21,5,11,19,27,43,39,31,62,90,84,63,37,25,17,14,20,30
61,55,35,27,19,19,18,12,10,20,27,40,47,46,51,35,43,39,22,21
14,8,9,22,42,35,25,23,17,0,0,1,4,0,0,1,1,0,0,6
2,3,3,1,2,5,13,26,26,22,23,26,22,7,4,4,3,8,10,3
66,47,23,30,25,27,19,16,37,18,3,23,17,3,3,4,16,21,12,4
65,105,81,32,26,25,19,20,22,16,75,133,88,43,17,6,22,62,71,57
46,65,51,49,33,60,90,63,39,69,93,105,113,83,79,49,36,17,11,23
15,8,15,20,16,26,29,32,23,22,16,16,15,13,17,18,11,18,31,46
